gameid,url,league,year,date,game,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,total cs
TRLH3/1000230120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000230120?gameHash=a9f95694b44e8bf1&amp;tab=overview,EU LCS,2014,6/5/2014 19:26,1,2,Blue,jng,Airwaks,Copenhagen Wolves,Elise,Nidalee,Gragas,Jax,,,3134,0,3,6,12,155
TRLH3/1000230120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000230120?gameHash=a9f95694b44e8bf1&amp;tab=overview,EU LCS,2014,6/5/2014 19:26,1,3,Blue,mid,cowTard,Copenhagen Wolves,Lulu,Nidalee,Gragas,Jax,,,3134,0,4,2,13,345
TRLH3/1000230120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000230120?gameHash=a9f95694b44e8bf1&amp;tab=overview,EU LCS,2014,6/5/2014 19:26,1,4,Blue,bot,Woolite,Copenhagen Wolves,Twitch,Nidalee,Gragas,Jax,,,3134,0,9,3,9,454
TRLH3/1000230120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000230120?gameHash=a9f95694b44e8bf1&amp;tab=overview,EU LCS,2014,6/5/2014 19:26,1,5,Blue,sup,Unlimited,Copenhagen Wolves,Thresh,Nidalee,Gragas,Jax,,,3134,0,1,5,13,43
TRLH3/1000230120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000230120?gameHash=a9f95694b44e8bf1&amp;tab=overview,EU LCS,2014,6/5/2014 19:26,1,6,Red,top,Darien,Gambit Gaming,Kayle,Kassadin,Evelynn,Yasuo,,,3134,1,0,7,11,216
TRLH3/1000230120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000230120?gameHash=a9f95694b44e8bf1&amp;tab=overview,EU LCS,2014,6/5/2014 19:26,1,7,Red,jng,Diamondprox,Gambit Gaming,Lee Sin,Kassadin,Evelynn,Yasuo,,,3134,1,4,2,9,163
TRLH3/1000230120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000230120?gameHash=a9f95694b44e8bf1&amp;tab=overview,EU LCS,2014,6/5/2014 19:26,1,8,Red,mid,niQ,Gambit Gaming,Ziggs,Kassadin,Evelynn,Yasuo,,,3134,1,5,3,13,443
TRLH3/1000230120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000230120?gameHash=a9f95694b44e8bf1&amp;tab=overview,EU LCS,2014,6/5/2014 19:26,1,9,Red,bot,Genja,Gambit Gaming,Lucian,Kassadin,Evelynn,Yasuo,,,3134,1,11,1,5,429
TRLH3/1000230120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000230120?gameHash=a9f95694b44e8bf1&amp;tab=overview,EU LCS,2014,6/5/2014 19:26,1,10,Red,sup,Edward,Gambit Gaming,Leona,Kassadin,Evelynn,Yasuo,,,3134,1,0,6,10,71
TRLH3/1000230120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000230120?gameHash=a9f95694b44e8bf1&amp;tab=overview,EU LCS,2014,6/5/2014 19:26,1,100,Blue,team,,Copenhagen Wolves,,Nidalee,Gragas,Jax,,,3134,0,19,20,60,
TRLH3/1000230120,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000230120?gameHash=a9f95694b44e8bf1&amp;tab=overview,EU LCS,2014,6/5/2014 19:26,1,200,Red,team,,Gambit Gaming,,Kassadin,Evelynn,Yasuo,,,3134,1,20,19,48,
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,1,Blue,top,Ippon,Denial eSports.Europe,Dr. Mundo,Lulu,LeBlanc,Twitch,,,2403,0,1,3,2,213
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,2,Blue,jng,XoYnUzi,Denial eSports.Europe,Elise,Lulu,LeBlanc,Twitch,,,2403,0,0,4,2,100
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,3,Blue,mid,unknown player,Denial eSports.Europe,Kassadin,Lulu,LeBlanc,Twitch,,,2403,0,1,4,2,248
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,4,Blue,bot,Kobbe,Denial eSports.Europe,Graves,Lulu,LeBlanc,Twitch,,,2403,0,1,1,0,364
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,5,Blue,sup,SuperAZE,Denial eSports.Europe,Karma,Lulu,LeBlanc,Twitch,,,2403,0,0,2,1,38
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,6,Red,top,Kubon,Lublin Shore,Irelia,Jax,Kayle,Yasuo,,,2403,1,5,0,8,255
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,7,Red,jng,Kikis,Lublin Shore,Lee Sin,Jax,Kayle,Yasuo,,,2403,1,0,0,11,82
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,8,Red,mid,Takefun,Lublin Shore,Orianna,Jax,Kayle,Yasuo,,,2403,1,2,2,9,298
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,9,Red,bot,Makler,Lublin Shore,Lucian,Jax,Kayle,Yasuo,,,2403,1,4,0,8,365
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,10,Red,sup,Libik,Lublin Shore,Thresh,Jax,Kayle,Yasuo,,,2403,1,3,1,11,26
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,100,Blue,team,,Denial eSports.Europe,,Lulu,LeBlanc,Twitch,,,2403,0,3,14,7,
FRA1TMNT1/260062,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260062?gameHash=e98279b30f42a808,EU CS,2014,6/5/2014 20:31,1,200,Red,team,,Lublin Shore,,Jax,Kayle,Yasuo,,,2403,1,14,3,47,
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,1,Blue,top,Kubon,Lublin Shore,Irelia,Kayle,Yasuo,Kassadin,,,2515,1,5,0,4,334
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,2,Blue,jng,Kikis,Lublin Shore,Lee Sin,Kayle,Yasuo,Kassadin,,,2515,1,1,0,8,121
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,3,Blue,mid,Takefun,Lublin Shore,Lulu,Kayle,Yasuo,Kassadin,,,2515,1,5,0,6,363
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,4,Blue,bot,Makler,Lublin Shore,Twitch,Kayle,Yasuo,Kassadin,,,2515,1,1,2,6,375
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,5,Blue,sup,Libik,Lublin Shore,Nami,Kayle,Yasuo,Kassadin,,,2515,1,1,1,5,26
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,6,Red,top,Ippon,Denial eSports.Europe,Shyvana,Jax,Thresh,LeBlanc,,,2515,0,0,3,0,355
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,7,Red,jng,XoYnUzi,Denial eSports.Europe,Wukong,Jax,Thresh,LeBlanc,,,2515,0,1,3,0,126
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,8,Red,mid,unknown player,Denial eSports.Europe,Ziggs,Jax,Thresh,LeBlanc,,,2515,0,1,3,0,385
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,9,Red,bot,Kobbe,Denial eSports.Europe,Lucian,Jax,Thresh,LeBlanc,,,2515,0,1,2,2,343
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,10,Red,sup,SuperAZE,Denial eSports.Europe,Sona,Jax,Thresh,LeBlanc,,,2515,0,0,2,1,27
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,100,Blue,team,,Lublin Shore,,Kayle,Yasuo,Kassadin,,,2515,1,13,3,29,
FRA1TMNT1/250078,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/250078?gameHash=290a4679a058a2bd,EU CS,2014,6/5/2014 21:36,2,200,Red,team,,Denial eSports.Europe,,Jax,Thresh,LeBlanc,,,2515,0,3,13,3,
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,1,Blue,top,Darien,Gambit Gaming,Jax,Nidalee,Twitch,Ziggs,,,1811,0,2,3,0,237
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,2,Blue,jng,Diamondprox,Gambit Gaming,Evelynn,Nidalee,Twitch,Ziggs,,,1811,0,2,7,2,87
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,3,Blue,mid,niQ,Gambit Gaming,Lulu,Nidalee,Twitch,Ziggs,,,1811,0,1,3,2,273
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,4,Blue,bot,Genja,Gambit Gaming,Caitlyn,Nidalee,Twitch,Ziggs,,,1811,0,0,1,0,273
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,5,Blue,sup,Edward,Gambit Gaming,Gragas,Nidalee,Twitch,Ziggs,,,1811,0,0,4,2,71
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,6,Red,top,fredy122,SK Gaming,Renekton,Kassadin,Ryze,Kayle,,,1811,1,3,0,2,295
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,7,Red,jng,Svenskeren,SK Gaming,Lee Sin,Kassadin,Ryze,Kayle,,,1811,1,8,2,9,69
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,8,Red,mid,Jesiz,SK Gaming,Orianna,Kassadin,Ryze,Kayle,,,1811,1,2,1,10,316
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,9,Red,bot,CandyPanda,SK Gaming,Lucian,Kassadin,Ryze,Kayle,,,1811,1,4,0,12,253
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,10,Red,sup,nRated,SK Gaming,Thresh,Kassadin,Ryze,Kayle,,,1811,1,1,2,13,57
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,100,Blue,team,,Gambit Gaming,,Nidalee,Twitch,Ziggs,,,1811,0,5,18,6,
TRLH3/1000240110,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240110?gameHash=4230de3bb642944a&amp;tab=overview,EU LCS,2014,6/6/2014 15:57,1,200,Red,team,,SK Gaming,,Kassadin,Ryze,Kayle,,,1811,1,18,5,46,
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,1,Blue,top,Kev1n,Millenium,Irelia,Yasuo,Twitch,Kassadin,,,2368,1,2,4,7,217
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,2,Blue,jng,Kottenx,Millenium,Lee Sin,Yasuo,Twitch,Kassadin,,,2368,1,3,1,16,98
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,3,Blue,mid,Kerp,Millenium,Ziggs,Yasuo,Twitch,Kassadin,,,2368,1,11,1,11,327
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,4,Blue,bot,Creaton,Millenium,Lucian,Yasuo,Twitch,Kassadin,,,2368,1,8,0,6,324
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,5,Blue,sup,Jree,Millenium,Leona,Yasuo,Twitch,Kassadin,,,2368,1,0,3,12,37
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,6,Red,top,YoungBuck,Copenhagen Wolves,Shyvana,LeBlanc,Jax,Nidalee,,,2368,0,1,4,3,268
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,7,Red,jng,Airwaks,Copenhagen Wolves,Evelynn,LeBlanc,Jax,Nidalee,,,2368,0,0,6,7,113
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,8,Red,mid,cowTard,Copenhagen Wolves,Twisted Fate,LeBlanc,Jax,Nidalee,,,2368,0,3,7,5,285
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,9,Red,bot,Woolite,Copenhagen Wolves,Kog'Maw,LeBlanc,Jax,Nidalee,,,2368,0,5,2,3,376
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,10,Red,sup,Unlimited,Copenhagen Wolves,Thresh,LeBlanc,Jax,Nidalee,,,2368,0,0,5,7,29
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,100,Blue,team,,Millenium,,Yasuo,Twitch,Kassadin,,,2368,1,24,9,52,
TRLH3/1000240114,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240114?gameHash=1bbe7b90a95e2365&amp;tab=overview,EU LCS,2014,6/6/2014 16:49,1,200,Red,team,,Copenhagen Wolves,,LeBlanc,Jax,Nidalee,,,2368,0,9,24,25,
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,1,Blue,top,Mimer,SUPA HOT CREW,Shyvana,Lee Sin,Thresh,Kayle,,,2496,0,0,1,1,344
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,2,Blue,jng,Impaler,SUPA HOT CREW,Evelynn,Lee Sin,Thresh,Kayle,,,2496,0,2,5,2,112
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,3,Blue,mid,Selfie,SUPA HOT CREW,Ziggs,Lee Sin,Thresh,Kayle,,,2496,0,2,5,1,420
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,4,Blue,bot,MrRallez,SUPA HOT CREW,Lucian,Lee Sin,Thresh,Kayle,,,2496,0,0,3,2,339
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,5,Blue,sup,wewillfailer,SUPA HOT CREW,Sona,Lee Sin,Thresh,Kayle,,,2496,0,0,4,1,10
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,6,Red,top,Wickd,Alliance,Irelia,Kassadin,Jax,Yasuo,,,2496,1,3,0,4,349
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,7,Red,jng,Shook,Alliance,Elise,Kassadin,Jax,Yasuo,,,2496,1,3,1,8,138
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,8,Red,mid,Froggen,Alliance,Anivia,Kassadin,Jax,Yasuo,,,2496,1,7,1,6,405
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,9,Red,bot,Tabzz,Alliance,Twitch,Kassadin,Jax,Yasuo,,,2496,1,4,1,8,337
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,10,Red,sup,Nyph,Alliance,Morgana,Kassadin,Jax,Yasuo,,,2496,1,1,1,12,32
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,100,Blue,team,,SUPA HOT CREW,,Lee Sin,Thresh,Kayle,,,2496,0,4,18,7,
TRLH3/1000240121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240121?gameHash=2d449d75c035a545&amp;tab=overview,EU LCS,2014,6/6/2014 17:54,1,200,Red,team,,Alliance,,Kassadin,Jax,Yasuo,,,2496,1,18,4,38,
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,1,Blue,top,sOAZ,Fnatic,Lulu,Kayle,Thresh,Jax,,,2621,1,1,2,11,246
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,2,Blue,jng,Cyanide,Fnatic,Evelynn,Kayle,Thresh,Jax,,,2621,1,4,1,9,137
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,3,Blue,mid,xPeke,Fnatic,Ziggs,Kayle,Thresh,Jax,,,2621,1,2,3,9,333
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,4,Blue,bot,Rekkles,Fnatic,Twitch,Kayle,Thresh,Jax,,,2621,1,8,4,4,318
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,5,Blue,sup,YellOwStaR,Fnatic,Nami,Kayle,Thresh,Jax,,,2621,1,1,2,12,27
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,6,Red,top,Xaxus,Team ROCCAT,Shyvana,Kassadin,Nidalee,Morgana,,,2621,0,0,4,2,249
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,7,Red,jng,Jankos,Team ROCCAT,Lee Sin,Kassadin,Nidalee,Morgana,,,2621,0,3,1,9,140
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,8,Red,mid,Overpow,Team ROCCAT,Twisted Fate,Kassadin,Nidalee,Morgana,,,2621,0,4,6,6,266
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,9,Red,bot,Celaver,Team ROCCAT,Lucian,Kassadin,Nidalee,Morgana,,,2621,0,4,1,5,358
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,10,Red,sup,Vander,Team ROCCAT,Leona,Kassadin,Nidalee,Morgana,,,2621,0,1,4,8,59
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,100,Blue,team,,Fnatic,,Kayle,Thresh,Jax,,,2621,1,16,12,45,
TRLH3/1000240126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000240126?gameHash=01e65d4b191af2be&amp;tab=overview,EU LCS,2014,6/6/2014 19:09,1,200,Red,team,,Team ROCCAT,,Kassadin,Nidalee,Morgana,,,2621,0,12,16,30,
FRA1TMNT1/260077,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260077?gameHash=a896adb685028b21,EU CS,2014,6/6/2014 20:05,1,1,Blue,top,Odoamne,H2k-Gaming,Shyvana,Kha'Zix,Lulu,Lucian,,,1840,1,2,1,10,183
FRA1TMNT1/260077,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260077?gameHash=a896adb685028b21,EU CS,2014,6/6/2014 20:05,1,2,Blue,jng,Kold,H2k-Gaming,Evelynn,Kha'Zix,Lulu,Lucian,,,1840,1,6,3,7,77
FRA1TMNT1/260077,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260077?gameHash=a896adb685028b21,EU CS,2014,6/6/2014 20:05,1,3,Blue,mid,FEBIVEN,H2k-Gaming,Orianna,Kha'Zix,Lulu,Lucian,,,1840,1,3,1,8,335
FRA1TMNT1/260077,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260077?gameHash=a896adb685028b21,EU CS,2014,6/6/2014 20:05,1,4,Blue,bot,Hjarnan,H2k-Gaming,Sivir,Kha'Zix,Lulu,Lucian,,,1840,1,4,2,6,231
FRA1TMNT1/260077,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260077?gameHash=a896adb685028b21,EU CS,2014,6/6/2014 20:05,1,5,Blue,sup,AoD,H2k-Gaming,Thresh,Kha'Zix,Lulu,Lucian,,,1840,1,1,4,11,33
FRA1TMNT1/260077,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260077?gameHash=a896adb685028b21,EU CS,2014,6/6/2014 20:05,1,6,Red,top,Smittyj,SK Gaming Prime,Irelia,Jax,Kassadin,Kayle,,,1840,0,0,4,4,199
FRA1TMNT1/260077,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260077?gameHash=a896adb685028b21,EU CS,2014,6/6/2014 20:05,1,7,Red,jng,Gilius,SK Gaming Prime,Elise,Jax,Kassadin,Kayle,,,1840,0,1,2,6,67
FRA1TMNT1/260077,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260077?gameHash=a896adb685028b21,EU CS,2014,6/6/2014 20:05,1,8,Red,mid,Fox,SK Gaming Prime,LeBlanc,Jax,Kassadin,Kayle,,,1840,0,4,4,5,230
FRA1TMNT1/260077,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/260077?gameHash=a896adb685028b21,EU CS,2014,6/6/2014 20:05,1,9,Red,bot,Haydal,SK Gaming Prime,Twitch,Jax,Kassadin,Kayle,,,1840,0,6,1,3,205
