gameid,url,league,year,date,game,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,total cs
TRLH1/1000170081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000170081?gameHash=ea8e2c11428aa11c,NA CS,2014,4/14/2014 0:54,2,100,Blue,team,,Cloud9 Tempest,,Caitlyn,Twitch,Kha'Zix,,,2212,0,14,30,19,
TRLH1/1000170081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000170081?gameHash=ea8e2c11428aa11c,NA CS,2014,4/14/2014 0:54,2,200,Red,team,,LMQ,,Shyvana,Ziggs,Evelynn,,,2212,1,30,14,70,
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,1,Blue,top,GodLike,LMQ,Renekton,Shyvana,Ziggs,Kha'Zix,,,1718,1,3,1,9,234
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,2,Blue,jng,NoName,LMQ,Lee Sin,Shyvana,Ziggs,Kha'Zix,,,1718,1,2,2,8,92
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,3,Blue,mid,XiaoWeiXiao,LMQ,Nidalee,Shyvana,Ziggs,Kha'Zix,,,1718,1,6,1,10,263
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,4,Blue,bot,Vasilii,LMQ,Lucian,Shyvana,Ziggs,Kha'Zix,,,1718,1,6,1,8,208
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,5,Blue,sup,Mor,LMQ,Lulu,Shyvana,Ziggs,Kha'Zix,,,1718,1,0,2,14,18
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,6,Red,top,Yazuki,Cloud9 Tempest,Jax,Caitlyn,Orianna,Soraka,,,1718,0,4,3,1,182
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,7,Red,jng,Kez,Cloud9 Tempest,Evelynn,Caitlyn,Orianna,Soraka,,,1718,0,0,5,4,103
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,8,Red,mid,Bischu,Cloud9 Tempest,Syndra,Caitlyn,Orianna,Soraka,,,1718,0,2,6,2,196
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,9,Red,bot,Altec,Cloud9 Tempest,Corki,Caitlyn,Orianna,Soraka,,,1718,0,1,1,2,226
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,10,Red,sup,Gleeb,Cloud9 Tempest,Morgana,Caitlyn,Orianna,Soraka,,,1718,0,0,2,5,22
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,100,Blue,team,,LMQ,,Shyvana,Ziggs,Kha'Zix,,,1718,1,17,7,49,
TRLH1/1000160081,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160081?gameHash=13585bafaccb3bcc,NA CS,2014,4/14/2014 1:52,3,200,Red,team,,Cloud9 Tempest,,Caitlyn,Orianna,Soraka,,,1718,0,7,17,14,
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,1,Blue,top,Yazuki,Cloud9 Tempest,Renekton,Caitlyn,Lucian,Orianna,,,2138,1,1,1,4,245
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,2,Blue,jng,Kez,Cloud9 Tempest,Elise,Caitlyn,Lucian,Orianna,,,2138,1,2,2,3,83
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,3,Blue,mid,Bischu,Cloud9 Tempest,Nidalee,Caitlyn,Lucian,Orianna,,,2138,1,2,2,4,243
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,4,Blue,bot,Altec,Cloud9 Tempest,Corki,Caitlyn,Lucian,Orianna,,,2138,1,1,2,4,303
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,5,Blue,sup,Gleeb,Cloud9 Tempest,Karma,Caitlyn,Lucian,Orianna,,,2138,1,1,2,4,29
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,6,Red,top,GodLike,LMQ,Ryze,Shyvana,Ziggs,Soraka,,,2138,0,1,2,5,214
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,7,Red,jng,NoName,LMQ,Kha'Zix,Shyvana,Ziggs,Soraka,,,2138,0,4,1,4,140
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,8,Red,mid,XiaoWeiXiao,LMQ,Syndra,Shyvana,Ziggs,Soraka,,,2138,0,2,2,5,298
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,9,Red,bot,Vasilii,LMQ,Twitch,Shyvana,Ziggs,Soraka,,,2138,0,1,1,1,228
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,10,Red,sup,Mor,LMQ,Thresh,Shyvana,Ziggs,Soraka,,,2138,0,1,1,7,11
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,100,Blue,team,,Cloud9 Tempest,,Caitlyn,Lucian,Orianna,,,2138,1,7,9,19,
TRLH1/1000160082,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160082?gameHash=f62a5ee31a68551b,NA CS,2014,4/14/2014 2:39,4,200,Red,team,,LMQ,,Shyvana,Ziggs,Soraka,,,2138,0,9,7,22,
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,1,Blue,top,GodLike,LMQ,Lee Sin,Shyvana,Soraka,Ziggs,,,2280,1,6,2,3,275
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,2,Blue,jng,NoName,LMQ,Kha'Zix,Shyvana,Soraka,Ziggs,,,2280,1,1,0,8,111
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,3,Blue,mid,XiaoWeiXiao,LMQ,LeBlanc,Shyvana,Soraka,Ziggs,,,2280,1,2,2,6,308
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,4,Blue,bot,Vasilii,LMQ,Graves,Shyvana,Soraka,Ziggs,,,2280,1,2,0,4,341
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,5,Blue,sup,Mor,LMQ,Annie,Shyvana,Soraka,Ziggs,,,2280,1,0,3,5,12
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,6,Red,top,Yazuki,Cloud9 Tempest,Renekton,Caitlyn,Nidalee,Orianna,,,2280,0,2,4,3,269
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,7,Red,jng,Kez,Cloud9 Tempest,Evelynn,Caitlyn,Nidalee,Orianna,,,2280,0,0,3,6,103
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,8,Red,mid,Bischu,Cloud9 Tempest,Lulu,Caitlyn,Nidalee,Orianna,,,2280,0,1,2,3,211
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,9,Red,bot,Altec,Cloud9 Tempest,Lucian,Caitlyn,Nidalee,Orianna,,,2280,0,3,0,3,326
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,10,Red,sup,Gleeb,Cloud9 Tempest,Karma,Caitlyn,Nidalee,Orianna,,,2280,0,1,2,6,20
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,100,Blue,team,,LMQ,,Shyvana,Soraka,Ziggs,,,2280,1,11,7,26,
TRLH1/1000160083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000160083?gameHash=096812dc28136605,NA CS,2014,4/14/2014 3:34,5,200,Red,team,,Cloud9 Tempest,,Caitlyn,Nidalee,Orianna,,,2280,0,7,11,21,
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,1,Blue,top,Wickd,Alliance,Shyvana,Lucian,Ryze,Evelynn,,,3006,0,1,3,2,328
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,2,Blue,jng,Shook,Alliance,Kha'Zix,Lucian,Ryze,Evelynn,,,3006,0,1,4,3,143
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,3,Blue,mid,Froggen,Alliance,Ziggs,Lucian,Ryze,Evelynn,,,3006,0,0,4,4,488
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,4,Blue,bot,Tabzz,Alliance,Twitch,Lucian,Ryze,Evelynn,,,3006,0,6,3,2,364
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,5,Blue,sup,Nyph,Alliance,Thresh,Lucian,Ryze,Evelynn,,,3006,0,0,2,4,46
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,6,Red,top,YoungBuck,Copenhagen Wolves,Jax,Nidalee,Irelia,Renekton,,,3006,1,4,1,4,352
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,7,Red,jng,Amazing,Copenhagen Wolves,Xin Zhao,Nidalee,Irelia,Renekton,,,3006,1,4,1,10,156
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,8,Red,mid,cowTard,Copenhagen Wolves,Yasuo,Nidalee,Irelia,Renekton,,,3006,1,4,1,8,448
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,9,Red,bot,FORG1VEN,Copenhagen Wolves,Caitlyn,Nidalee,Irelia,Renekton,,,3006,1,3,3,7,422
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,10,Red,sup,Unlimited,Copenhagen Wolves,Karma,Nidalee,Irelia,Renekton,,,3006,1,1,2,13,24
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,100,Blue,team,,Alliance,,Lucian,Ryze,Evelynn,,,3006,0,8,16,15,
TRLH3/1000150099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000150099?gameHash=8c8855d99cd6d899,EU LCS,2014,4/15/2014 15:12,1,200,Red,team,,Copenhagen Wolves,,Nidalee,Irelia,Renekton,,,3006,1,16,8,42,
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,1,Blue,top,YoungBuck,Copenhagen Wolves,Dr. Mundo,Nidalee,Irelia,Renekton,,,2543,0,0,3,2,299
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,2,Blue,jng,Amazing,Copenhagen Wolves,Evelynn,Nidalee,Irelia,Renekton,,,2543,0,2,1,1,156
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,3,Blue,mid,cowTard,Copenhagen Wolves,Lulu,Nidalee,Irelia,Renekton,,,2543,0,1,3,3,318
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,4,Blue,bot,FORG1VEN,Copenhagen Wolves,Caitlyn,Nidalee,Irelia,Renekton,,,2543,0,1,2,2,421
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,5,Blue,sup,Unlimited,Copenhagen Wolves,Karma,Nidalee,Irelia,Renekton,,,2543,0,0,2,2,23
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,6,Red,top,Wickd,Alliance,Ryze,Kha'Zix,Ziggs,Jax,,,2543,1,2,1,6,297
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,7,Red,jng,Shook,Alliance,Lee Sin,Kha'Zix,Ziggs,Jax,,,2543,1,2,1,7,139
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,8,Red,mid,Froggen,Alliance,Karthus,Kha'Zix,Ziggs,Jax,,,2543,1,3,0,5,369
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,9,Red,bot,Tabzz,Alliance,Lucian,Kha'Zix,Ziggs,Jax,,,2543,1,4,0,6,373
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,10,Red,sup,Nyph,Alliance,Nami,Kha'Zix,Ziggs,Jax,,,2543,1,0,2,9,22
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,100,Blue,team,,Copenhagen Wolves,,Nidalee,Irelia,Renekton,,,2543,0,4,11,10,
TRLH3/1000160069,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160069?gameHash=e970e37f36d1c5a3,EU LCS,2014,4/15/2014 16:19,2,200,Red,team,,Alliance,,Kha'Zix,Ziggs,Jax,,,2543,1,11,4,33,
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,1,Blue,top,Wickd,Alliance,Ryze,Jax,Karma,Yasuo,,,2344,1,2,1,6,288
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,2,Blue,jng,Shook,Alliance,Kha'Zix,Jax,Karma,Yasuo,,,2344,1,2,1,9,127
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,3,Blue,mid,Froggen,Alliance,Karthus,Jax,Karma,Yasuo,,,2344,1,3,1,5,406
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,4,Blue,bot,Tabzz,Alliance,Lucian,Jax,Karma,Yasuo,,,2344,1,7,0,3,370
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,5,Blue,sup,Nyph,Alliance,Nami,Jax,Karma,Yasuo,,,2344,1,0,0,11,9
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,6,Red,top,YoungBuck,Copenhagen Wolves,Dr. Mundo,Renekton,Irelia,Nidalee,,,2344,0,1,4,0,216
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,7,Red,jng,Amazing,Copenhagen Wolves,Evelynn,Renekton,Irelia,Nidalee,,,2344,0,1,1,2,149
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,8,Red,mid,cowTard,Copenhagen Wolves,Ziggs,Renekton,Irelia,Nidalee,,,2344,0,0,4,2,324
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,9,Red,bot,FORG1VEN,Copenhagen Wolves,Caitlyn,Renekton,Irelia,Nidalee,,,2344,0,1,2,1,370
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,10,Red,sup,Unlimited,Copenhagen Wolves,Leona,Renekton,Irelia,Nidalee,,,2344,0,0,3,2,35
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,100,Blue,team,,Alliance,,Jax,Karma,Yasuo,,,2344,1,14,3,34,
TRLH3/1000160070,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160070?gameHash=b2204ffa68d5c484,EU LCS,2014,4/15/2014 17:43,3,200,Red,team,,Copenhagen Wolves,,Renekton,Irelia,Nidalee,,,2344,0,3,14,7,
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,1,Blue,top,Xaxus,Team ROCCAT,Jax,LeBlanc,Renekton,Nidalee,,,2041,1,3,2,9,271
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,2,Blue,jng,Jankos,Team ROCCAT,Elise,LeBlanc,Renekton,Nidalee,,,2041,1,5,2,9,147
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,3,Blue,mid,Overpow,Team ROCCAT,Lulu,LeBlanc,Renekton,Nidalee,,,2041,1,1,0,16,233
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,4,Blue,bot,Celaver,Team ROCCAT,Jinx,LeBlanc,Renekton,Nidalee,,,2041,1,7,1,9,241
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,5,Blue,sup,Vander,Team ROCCAT,Thresh,LeBlanc,Renekton,Nidalee,,,2041,1,1,2,12,63
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,6,Red,top,Darien,Gambit Gaming,Irelia,Ziggs,Ryze,Karma,,,2041,0,1,7,3,210
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,7,Red,jng,Diamondprox,Gambit Gaming,Kha'Zix,Ziggs,Ryze,Karma,,,2041,0,0,4,3,139
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,8,Red,mid,Alex Ich,Gambit Gaming,Kassadin,Ziggs,Ryze,Karma,,,2041,0,3,3,3,256
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,9,Red,bot,Genja,Gambit Gaming,Lucian,Ziggs,Ryze,Karma,,,2041,0,2,1,3,349
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,10,Red,sup,Edward,Gambit Gaming,Nami,Ziggs,Ryze,Karma,,,2041,0,1,2,4,17
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,100,Blue,team,,Team ROCCAT,,LeBlanc,Renekton,Nidalee,,,2041,1,17,7,55,
TRLH3/1000160071,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160071?gameHash=a8dbd6bd6d264614,EU LCS,2014,4/15/2014 18:45,1,200,Red,team,,Gambit Gaming,,Ziggs,Ryze,Karma,,,2041,0,7,17,16,
TRLH3/1000160078,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160078?gameHash=9d553f94ee68785c,EU LCS,2014,4/15/2014 19:54,2,1,Blue,top,Darien,Gambit Gaming,Irelia,Ziggs,Karma,Ryze,,,2090,0,1,6,3,205
TRLH3/1000160078,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160078?gameHash=9d553f94ee68785c,EU LCS,2014,4/15/2014 19:54,2,2,Blue,jng,Diamondprox,Gambit Gaming,Evelynn,Ziggs,Karma,Ryze,,,2090,0,1,6,2,125
TRLH3/1000160078,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160078?gameHash=9d553f94ee68785c,EU LCS,2014,4/15/2014 19:54,2,3,Blue,mid,Alex Ich,Gambit Gaming,Lulu,Ziggs,Karma,Ryze,,,2090,0,1,1,0,329
TRLH3/1000160078,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160078?gameHash=9d553f94ee68785c,EU LCS,2014,4/15/2014 19:54,2,4,Blue,bot,Genja,Gambit Gaming,Lucian,Ziggs,Karma,Ryze,,,2090,0,1,2,2,269
TRLH3/1000160078,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160078?gameHash=9d553f94ee68785c,EU LCS,2014,4/15/2014 19:54,2,5,Blue,sup,Edward,Gambit Gaming,Kayle,Ziggs,Karma,Ryze,,,2090,0,0,3,3,25
TRLH3/1000160078,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160078?gameHash=9d553f94ee68785c,EU LCS,2014,4/15/2014 19:54,2,6,Red,top,Xaxus,Team ROCCAT,Jax,LeBlanc,Renekton,Nidalee,,,2090,1,5,3,6,246
TRLH3/1000160078,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160078?gameHash=9d553f94ee68785c,EU LCS,2014,4/15/2014 19:54,2,7,Red,jng,Jankos,Team ROCCAT,Elise,LeBlanc,Renekton,Nidalee,,,2090,1,6,0,7,124
TRLH3/1000160078,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160078?gameHash=9d553f94ee68785c,EU LCS,2014,4/15/2014 19:54,2,8,Red,mid,Overpow,Team ROCCAT,Orianna,LeBlanc,Renekton,Nidalee,,,2090,1,2,0,11,258
TRLH3/1000160078,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160078?gameHash=9d553f94ee68785c,EU LCS,2014,4/15/2014 19:54,2,9,Red,bot,Celaver,Team ROCCAT,Jinx,LeBlanc,Renekton,Nidalee,,,2090,1,4,1,9,286
TRLH3/1000160078,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1000160078?gameHash=9d553f94ee68785c,EU LCS,2014,4/15/2014 19:54,2,10,Red,sup,Vander,Team ROCCAT,Thresh,LeBlanc,Renekton,Nidalee,,,2090,1,1,0,11,42
